Anchor_ID,Similarity_of_a,Similarity_of_b,Closer,True_Closer,Correctness_Score
423,0.7765663464864095,0.46175456047058105,a,a,0.3148117860158285
424,0.6692264874776205,0.7552034457524618,b,b,0.08597695827484131
425,0.7661268711090088,0.6637831528981527,a,a,0.10234371821085608
426,0.5966829458872477,0.7712484200795492,b,b,0.1745654741923015
427,0.5749109586079916,0.5955958763758341,b,a,0.020684917767842537
428,0.6780985196431478,0.48855849107106525,a,a,0.18954002857208258
429,0.7395422061284384,0.5938196976979574,a,a,0.14572250843048096
430,0.46145033836364746,0.6967378854751587,b,b,0.23528754711151123
431,0.5293577909469604,0.5668077270189921,b,b,0.03744993607203162
432,0.5860445896784464,0.6691584587097168,b,b,0.08311386903127038
433,0.45240501562754315,0.7350234190622965,b,b,0.28261840343475336
434,0.6654625733693441,0.5676942865053812,a,a,0.09776828686396288
435,0.7279603481292725,0.6605738401412964,a,a,0.06738650798797607
436,0.789941151936849,0.698455293973287,a,a,0.09148585796356201
437,0.4961441556612651,0.7528572082519531,b,b,0.25671305259068805
438,0.7094666957855225,0.6246937115987142,a,a,0.08477298418680823
439,0.8125761349995931,0.542854110399882,a,a,0.2697220245997112
440,0.5871965686480204,0.42775986591974896,a,a,0.15943670272827143
441,0.5768040418624878,0.7741266886393229,b,b,0.1973226467768351
442,0.6177301009496053,0.8314072291056315,b,b,0.21367712815602613
443,0.6106697718302408,0.7195950349171957,b,b,0.10892526308695483
444,0.6154288848241171,0.7213904062906901,b,b,0.105961521466573
445,0.5924469629923502,0.8086667458216349,b,b,0.21621978282928467
446,0.7861862182617188,0.6478094855944315,a,a,0.13837673266728723
447,0.42382946610450745,0.6447623372077942,b,b,0.22093287110328674
448,0.5577950676282247,0.7683233420054117,b,b,0.21052827437718702
449,0.5109229485193888,0.893628199895223,b,b,0.3827052513758342
450,0.5677725474039713,0.7239594459533691,b,b,0.15618689854939782
451,0.5537704030672709,0.4483940104643504,a,a,0.10537639260292048
452,0.7926040490468343,0.6039273738861084,a,a,0.18867667516072595
453,0.6172840197881063,0.6784749825795492,b,b,0.06119096279144287
454,0.6843840281168619,0.5690471132596334,a,a,0.11533691485722852
455,0.9079625209172567,0.6354057391484579,a,a,0.27255678176879883
456,0.6344208121299744,0.7642083168029785,b,b,0.12978750467300415
457,0.6825390259424845,0.7489356994628906,b,b,0.06639667352040612
458,0.7568200429280599,0.4790273408095042,a,a,0.2777927021185557
459,0.7414515018463135,0.8166951338450114,b,b,0.07524363199869788
460,0.5641687909762064,0.7596653699874878,b,b,0.19549657901128137
461,0.5901060303052267,0.7901961008707682,b,b,0.2000900705655415
462,0.7896304527918497,0.5047507286071777,a,a,0.284879724184672
463,0.7983849843343099,0.5501267313957214,a,a,0.2482582529385885
464,0.7667326927185059,0.6177849372227987,a,a,0.14894775549570716
465,0.7025649547576904,0.6061777273813883,a,a,0.09638722737630212
466,0.6251721779505411,0.5146039326985677,a,a,0.1105682452519734
467,0.6440017620722452,0.5105029344558716,a,a,0.13349882761637366
468,0.762065052986145,0.4521009425322215,a,a,0.3099641104539235
469,0.7049570083618164,0.7835496266682943,b,b,0.0785926183064779
470,0.8117833932240804,0.6151132583618164,a,a,0.19667013486226403
471,0.893614133199056,0.49800196290016174,a,a,0.3956121702988943
472,0.5174296895662943,0.7015636761983236,b,b,0.1841339866320293
473,0.7879526217778524,0.6098963022232056,a,a,0.17805631955464685
474,0.5602018435796102,0.591862161954244,b,b,0.03166031837463379
475,0.6356154680252075,0.7713234424591064,b,b,0.13570797443389893
476,0.6882204612096151,0.6325946847597758,a,a,0.05562577644983935
477,0.8326370716094971,0.4601769248644511,a,a,0.37246014674504596
478,0.562309980392456,0.6089508136113485,b,b,0.04664083321889245
479,0.6371376514434814,0.580718994140625,a,a,0.056418657302856445
480,0.7036753495534261,0.4683985114097595,a,a,0.23527683814366662
481,0.6040383577346802,0.9288083712259928,b,b,0.3247700134913126
482,0.7285342216491699,0.5166986982027689,a,a,0.211835523446401
483,0.812045176823934,0.6378417809804281,a,a,0.17420339584350586
484,0.8640875816345215,0.6288594007492065,a,a,0.23522818088531494
485,0.5112807949384054,0.6313013235727946,b,b,0.12002052863438917
486,0.5665748516718546,0.7946509520212809,b,b,0.22807610034942627
487,0.6858789126078287,0.5558745861053467,a,a,0.13000432650248206
488,0.492867390314738,0.5978618065516154,b,b,0.10499441623687739
489,0.6242171923319498,0.7406522830327352,b,b,0.11643509070078539
490,0.5418303410212199,0.7868260939915975,b,b,0.24499575297037768
491,0.6149129470189413,0.7913181781768799,b,b,0.1764052311579386
492,0.716182549794515,0.49100881814956665,a,a,0.22517373164494836
493,0.5630292097727457,0.6516759991645813,b,b,0.08864678939183557
494,0.48196248213450116,0.7518031597137451,b,b,0.26984067757924396
495,0.6580796241760254,0.8605666160583496,b,b,0.20248699188232422
496,0.7295076052347819,0.6105545361836752,a,a,0.1189530690511067
497,0.5939740339914957,0.7349859476089478,b,b,0.14101191361745202
498,0.598423441251119,0.7584651708602905,b,b,0.1600417296091715
499,0.5777840813000997,0.65318763256073,b,b,0.07540355126063025
500,0.4661972026030223,0.7631996472676595,b,b,0.29700244466463727
501,0.5574885606765747,0.6731249888737997,b,b,0.11563642819722497
502,0.7385068337122599,0.5433018604914347,a,a,0.1952049732208252
503,0.5220387776692709,0.6618882815043131,b,b,0.13984950383504224
504,0.7021691004435221,0.6477519075075785,a,a,0.054417192935943604
505,0.7634216944376627,0.5721201697985331,a,a,0.19130152463912964
506,0.7791237433751425,0.9332101345062256,b,b,0.15408639113108313
507,0.49493034680684406,0.8122702836990356,b,b,0.3173399368921916
508,0.6140784819920858,0.5905518929163615,a,a,0.023526589075724358
509,0.8101673126220703,0.5076322158177694,a,a,0.3025350968043009
510,0.8831557830174764,0.6900885105133057,a,a,0.19306727250417077
511,0.7423613468805949,0.5987400412559509,a,a,0.14362130562464392
512,0.7143060763676962,0.5514924923578898,a,a,0.1628135840098064
513,0.5486383636792501,0.8024331331253052,b,b,0.25379476944605506
514,0.5329751769701639,0.6376054485638937,b,b,0.10463027159372973
515,0.8182224829991659,0.6177862882614136,a,a,0.20043619473775232
516,0.6085504492123922,0.8302503824234009,b,b,0.22169993321100867
517,0.6505238811175028,0.49555472532908124,a,a,0.15496915578842158
518,0.7351317405700684,0.6014233231544495,a,a,0.1337084174156189
519,0.7390769720077515,0.6015312075614929,a,a,0.13754576444625854
520,0.6234863599141439,0.7008568048477173,b,b,0.07737044493357337
521,0.7119694153467814,0.5490973989168803,a,a,0.16287201642990112
522,0.7334295511245728,0.5492237210273743,a,a,0.1842058300971985
523,0.52443794409434,0.8569409847259521,b,b,0.3325030406316122
524,0.49695173899332684,0.6885699431101481,b,b,0.19161820411682123
525,0.6522975166638693,0.847104549407959,b,b,0.19480703274408973
526,0.6168697675069174,0.519994298617045,a,a,0.09687546888987231
527,0.7681022882461548,0.5361658136049906,a,a,0.23193647464116418
528,0.7272350390752157,0.8307942549387614,b,b,0.10355921586354566
529,0.8002983729044596,0.6184490919113159,a,a,0.18184928099314368
530,0.8640548388163248,0.6345378955205282,a,a,0.22951694329579664
531,0.6575413743654887,0.8459527492523193,b,b,0.18841137488683068
532,0.6319215695063273,0.654637356599172,b,b,0.02271578709284472
533,0.7391161123911539,0.5482197205225626,a,a,0.1908963918685913
534,0.830024798711141,0.588132917881012,a,a,0.24189188083012902
535,0.8507802883783976,0.593820055325826,a,a,0.25696023305257154
536,0.6954237222671509,0.6147562265396118,a,a,0.08066749572753906
537,0.4710315366586049,0.5810337464014689,b,b,0.11000220974286395
538,0.7146050930023193,0.8406705458958944,b,b,0.12606545289357507
539,0.737024704615275,0.6006650527318319,a,a,0.13635965188344312
540,0.5999310811360677,0.8137594858805338,b,b,0.21382840474446607
541,0.84488578637441,0.6852946678797404,a,a,0.15959111849466967
542,0.8185467720031738,0.5152292450269064,a,a,0.30331752697626746
543,0.5324867963790894,0.6935739517211914,b,b,0.16108715534210205
544,0.7366196711858114,0.5961222648620605,a,a,0.14049740632375085
545,0.5725436607996622,0.7191986242930094,b,b,0.14665496349334717
546,0.600011428197225,0.7110584576924642,b,b,0.11104702949523926
547,0.5497196515401205,0.7043824195861816,b,b,0.15466276804606116
548,0.7757412195205688,0.5783912738164266,a,a,0.19734994570414222
549,0.6678493022918701,0.8001830577850342,b,b,0.13233375549316406
550,0.5557482639948527,0.6868983109792074,b,b,0.13115004698435473
551,0.7437251408894857,0.7564353148142496,b,b,0.012710173924763923
552,0.6431110501289368,0.8074737787246704,b,b,0.16436272859573364
553,0.8189742962519327,0.5016644795735677,a,a,0.317309816678365
554,0.5883520444234213,0.6661790808041891,b,b,0.07782703638076782
555,0.6781888008117676,0.582184632619222,a,a,0.09600416819254554
556,0.7246596018473307,0.6160153150558472,a,a,0.10864428679148352
557,0.5286659598350525,0.7031772136688232,b,b,0.17451125383377075
558,0.5371288657188416,0.7061328887939453,b,b,0.16900402307510376
559,0.480575958887736,0.845576286315918,b,b,0.36500032742818195
560,0.7578151226043701,0.7549867232640585,a,a,0.002828399340311649
561,0.7743870814641317,0.6728046735127767,a,a,0.10158240795135498
562,0.7013372182846069,0.841632604598999,b,b,0.1402953863143921
563,0.7572197914123535,0.44675562779108685,a,a,0.31046416362126666
564,0.6225274403889974,0.7741550207138062,b,b,0.15162758032480872
565,0.4369134108225505,0.596930980682373,b,b,0.16001756985982257
566,0.4866570631663005,0.7074870268503824,b,b,0.22082996368408198
567,0.5064129630724589,0.7428879737854004,b,b,0.23647501071294152
568,0.7214159965515137,0.6121426820755005,a,a,0.10927331447601318
569,0.5287256042162577,0.7189710934956869,b,b,0.1902454892794292
570,0.6032278537750244,0.7832770347595215,b,b,0.18004918098449707
571,0.6470780173937479,0.8156250715255737,b,b,0.1685470541318258
572,0.6302314798037211,0.6538064479827881,b,a,0.023574968179067013
573,0.5155685941378275,0.6873169740041097,b,b,0.17174837986628222
574,0.5002282857894897,0.7088873386383057,b,b,0.20865905284881592
575,0.7336270809173584,0.5584206382433573,a,a,0.1752064426740011
576,0.6123591860135397,0.8793599605560303,b,b,0.2670007745424906
577,0.6323757767677307,0.7260289192199707,b,b,0.09365314245223999
578,0.7077631950378418,0.5704830884933472,a,a,0.13728010654449463
579,0.5970423221588135,0.6887348890304565,b,b,0.09169256687164307
580,0.5671821037928263,0.7275112867355347,b,b,0.16032918294270837
581,0.902737538019816,0.5558294455210367,a,a,0.3469080924987793
582,0.733583927154541,0.5594898660977682,a,a,0.17409406105677283
583,0.7215874592463175,0.4878969391187032,a,a,0.23369052012761432
584,0.7095865408579508,0.6224328875541687,a,a,0.08715365330378211
585,0.6440141598383585,0.8503232399622599,b,b,0.20630908012390137
586,0.5611320932706197,0.7306963602701823,b,b,0.1695642669995625
587,0.6582587560017904,0.7040509382883707,b,b,0.04579218228658033
588,0.649357000986735,0.7124113241831461,b,b,0.06305432319641113
589,0.6449644565582275,0.636671781539917,a,a,0.008292675018310547
590,0.44245978196461994,0.6513844728469849,b,b,0.20892469088236493
591,0.7121301492055258,0.547599713007609,a,a,0.16453043619791674
592,0.8147445519765218,0.6479609211285909,a,a,0.1667836308479309
593,0.6291881601015726,0.8194067080815634,b,b,0.19021854797999072
594,0.5189088582992554,0.767136017481486,b,b,0.2482271591822306
595,0.7040605942408243,0.5795256296793619,a,a,0.1245349645614624
596,0.8265211582183838,0.4968759814898173,a,a,0.32964517672856647
597,0.7887630462646484,0.5206054051717123,a,a,0.26815764109293616
598,0.9208405017852783,0.5583807627360026,a,a,0.36245973904927575
599,0.4592561225096385,0.5044610500335693,b,b,0.04520492752393085
600,0.8106958071390787,0.5838505824406942,a,a,0.22684522469838453
601,0.5244489908218384,0.827772299448649,b,b,0.3033233086268107
602,0.6356534957885742,0.865575353304545,b,b,0.22992185751597083
603,0.8708090782165527,0.6087048649787903,a,a,0.26210421323776245
604,0.4436827103296916,0.7653028964996338,b,b,0.3216201861699422
605,0.8823373317718506,0.5822091897328695,a,a,0.3001281420389811
606,0.8200573126475016,0.6437559922536215,a,a,0.17630132039388013
607,0.6367516120274862,0.7982188065846761,b,b,0.16146719455718994
608,0.5719377199808756,0.6673650741577148,b,b,0.09542735417683923
609,0.5650195876757304,0.7762449582417806,b,b,0.21122537056605029
610,0.8875834147135416,0.6913182338078817,a,a,0.19626518090565992
611,0.6230860948562622,0.7785862684249878,b,b,0.15550017356872559
612,0.513011117776235,0.6847909291585287,b,b,0.1717798113822937
613,0.5728467305501302,0.5684465964635214,a,b,0.004400134086608887
614,0.6205307245254517,0.8734579881032308,b,b,0.25292726357777917
615,0.842125415802002,0.6093000968297323,a,a,0.23282531897226966
616,0.647316058476766,0.8382213910420736,b,b,0.19090533256530762
617,0.5342428286870321,0.8195241689682007,b,b,0.2852813402811686
618,0.6303747892379761,0.5825525124867758,a,a,0.04782227675120032
619,0.5826733112335205,0.69097367922465,b,b,0.10830036799112952
620,0.6154716809590658,0.6721495787302653,b,b,0.05667789777119947
621,0.6606109142303467,0.7408474286397299,b,b,0.08023651440938318
622,0.468942791223526,0.7036469777425131,b,b,0.23470418651898706
623,0.8716740608215332,0.5612761576970419,a,a,0.31039790312449134
624,0.6025190552075704,0.7505056063334147,b,b,0.14798655112584425
625,0.4502516984939575,0.9194624423980713,b,b,0.46921074390411377
626,0.8263900677363077,0.5042990446090698,a,a,0.3220910231272379
627,0.47388367851575214,0.5917267998059591,b,b,0.11784312129020696
628,0.6105807622273763,0.6904829740524292,b,b,0.07990221182505286
629,0.7236146926879883,0.532220204671224,a,a,0.19139448801676429
630,0.7759501139322916,0.5441327293713888,a,a,0.23181738456090284
631,0.6592642466227213,0.8221648931503296,b,b,0.16290064652760827
632,0.7250213623046875,0.724754254023234,a,b,0.00026710828145348753
633,0.7400721708933512,0.4874492088953654,a,a,0.2526229619979858
634,0.7242168585459391,0.3979644626379013,a,a,0.3262523959080378
635,0.6007970968882242,0.8698885440826416,b,b,0.26909144719441735
636,0.5066577792167664,0.7072181304295858,b,b,0.20056035121281945
637,0.27290050437053043,0.7762254079182943,b,b,0.5033249035477638
638,0.6667634646097819,0.5390087564786276,a,a,0.1277547081311543
639,0.6283558408419291,0.7739884853363037,b,b,0.14563264449437463
640,0.561017374197642,0.7723068793614706,b,b,0.2112895051638286
641,0.6698892911275228,0.5467310746510824,a,a,0.12315821647644043
642,0.7798678874969482,0.6476885676383972,a,a,0.13217931985855103
643,0.8033158779144287,0.6612972617149353,a,a,0.1420186161994934
644,0.5062928795814514,0.6177485187848409,b,b,0.11145563920338952
645,0.5853761434555054,0.7574548323949178,b,b,0.17207868893941247
646,0.6360904375712076,0.783495823542277,b,b,0.14740538597106934
647,0.663436750570933,0.6043226718902588,a,b,0.0591140786806742
648,0.5131053924560547,0.7599984804789225,b,b,0.2468930880228678
649,0.5566056172053019,0.7241568168004354,b,b,0.16755119959513354
650,0.8086605866750082,0.6045524875322977,a,a,0.20410809914271044
651,0.5450076858202616,0.7090840339660645,b,b,0.16407634814580285
652,0.517173171043396,0.7440386613210043,b,b,0.22686549027760827
653,0.809443195660909,0.6381775538126627,a,a,0.17126564184824633
654,0.8773263295491537,0.5855943560600281,a,a,0.2917319734891256
655,0.5508294900258383,0.8535729249318441,b,b,0.30274343490600586
656,0.6897497971852621,0.8202463388442993,b,b,0.13049654165903724
657,0.7402066787083944,0.49792298674583435,a,a,0.24228369196256005
658,0.5883180697758993,0.7000027894973755,b,b,0.1116847197214762
659,0.6931231816609701,0.6790306170781454,a,a,0.014092564582824707
660,0.5703571240107218,0.7736222346623739,b,b,0.2032651106516521
661,0.5024199883143107,0.7020986080169678,b,b,0.1996786197026571
662,0.575939953327179,0.7357629140218099,b,b,0.15982296069463098
663,0.7450445095698038,0.4779160221417745,a,a,0.26712848742802936
664,0.6778737703959147,0.613865594069163,a,b,0.06400817632675171
665,0.838732123374939,0.5601295431454977,a,a,0.2786025802294413
666,0.5495750904083252,0.53961710135142,a,a,0.009957989056905148
667,0.5100848078727722,0.5573917627334595,b,b,0.047306954860687256
668,0.6967998345692953,0.5134096145629883,a,a,0.183390220006307
669,0.8542431195576986,0.6310211618741354,a,a,0.22322195768356323
670,0.6141870816548666,0.750272274017334,b,b,0.1360851923624674
671,0.7059453328450521,0.8434358437856039,b,b,0.13749051094055176
672,0.6374224424362183,0.7252792517344157,b,b,0.08785680929819739
673,0.5757360061009725,0.7012380758921305,b,b,0.12550206979115797
674,0.6467041969299316,0.6894860665003458,b,b,0.04278186957041419
675,0.7064165274302164,0.5474210580190023,a,a,0.15899546941121412
676,0.7107007106145223,0.5524806181589762,a,a,0.15822009245554614
677,0.8080728848775228,0.5273231267929077,a,a,0.2807497580846151
678,0.8042953014373779,0.5875981251398722,a,a,0.21669717629750573
679,0.5362089077631632,0.7256884574890137,b,b,0.18947954972585046
680,0.7343141237894694,0.5390162666638693,a,a,0.1952978571256001
681,0.6080503662427267,0.8016812006632487,b,b,0.19363083442052198
682,0.5171955426534017,0.6591613491376241,b,b,0.1419658064842224
683,0.6088522672653198,0.5131445725758871,a,a,0.09570769468943274
684,0.7548791567484537,0.4445115923881531,a,a,0.31036756436030066
685,0.7113544543584188,0.599375585714976,a,a,0.11197886864344286
686,0.9017215172449747,0.659684936205546,a,a,0.2420365810394287
687,0.6282000343004862,0.7274240652720133,b,b,0.0992240309715271
688,0.7024914423624674,0.5267890890439352,a,a,0.17570235331853223
689,0.6336047252019247,0.8402528762817383,b,b,0.2066481510798136
690,0.5322261651357015,0.7577442328135172,b,b,0.22551806767781568
691,0.6300110618273417,0.8328521649042765,b,b,0.20284110307693481
692,0.6679062445958456,0.5851314067840576,a,a,0.08277483781178796
693,0.48793209592501324,0.7853225866953532,b,b,0.2973904907703399
694,0.8221917947133383,0.5377438465754191,a,a,0.2844479481379192
695,0.7130944728851318,0.6612773338953654,a,a,0.051817138989766476
696,0.6925292015075684,0.6645369927088419,a,a,0.027992208798726437
697,0.7167763710021973,0.8014385302861532,b,b,0.08466215928395593
698,0.5622737805048624,0.7322370211283366,b,b,0.16996324062347412
699,0.7787526845932007,0.5885753234227499,a,a,0.1901773611704508
700,0.6286015510559082,0.835270881652832,b,b,0.20666933059692383
701,0.7197735706965128,0.5413582722345988,a,a,0.17841529846191406
702,0.7739399274190267,0.5439611673355103,a,a,0.22997876008351648
703,0.7117262681325277,0.5043275753657023,a,a,0.20739869276682543
704,0.7265835603078207,0.5424691239992777,a,a,0.18411443630854296
705,0.7690326372782389,0.6532326738039652,a,a,0.11579996347427368
706,0.8128588199615479,0.6071224013964335,a,a,0.20573641856511438
707,0.7991386651992798,0.6351029674212137,a,a,0.16403569777806604
708,0.700452963511149,0.4960387547810872,a,a,0.20441420873006183
709,0.80099089940389,0.5367957353591919,a,a,0.2641951640446981
710,0.806550939877828,0.6487296024958292,a,a,0.15782133738199877
711,0.8575644493103027,0.6371705929438273,a,a,0.22039385636647546
712,0.5758682688077291,0.8362030188242594,b,b,0.2603347500165303
713,0.56588214635849,0.7906463940938314,b,b,0.22476424773534143
714,0.5511211156845093,0.7513917684555054,b,b,0.2002706527709961
715,0.751054048538208,0.48553647597630817,a,a,0.26551757256189984
716,0.6731310685475668,0.56342081228892,a,a,0.10971025625864672
717,0.8590332667032877,0.6405333677927653,a,a,0.21849989891052246
718,0.6845761934916178,0.4626897871494293,a,a,0.22188640634218848
719,0.6710571448008219,0.5348625977834066,a,a,0.1361945470174153
720,0.7206138372421265,0.41430428624153137,a,a,0.3063095510005951
721,0.7321121692657471,0.6331264972686768,a,a,0.09898567199707031
722,0.5598874489466349,0.6373545328776041,b,b,0.07746708393096924
723,0.5460004011789957,0.6981285015741984,b,b,0.15212810039520264
724,0.590827226638794,0.7685512701670328,b,b,0.1777240435282389
725,0.577921986579895,0.7924086252848307,b,b,0.21448663870493567
726,0.7352505524953207,0.621767004330953,a,a,0.11348354816436768
727,0.7243489821751913,0.7858178615570068,b,b,0.061468879381815555
728,0.7307856877644857,0.49844251076380414,a,a,0.23234317700068158
729,0.7434499661127726,0.8785504500071207,b,b,0.13510048389434814
730,0.805390477180481,0.6270753939946493,a,a,0.17831508318583167
731,0.775397539138794,0.6097019910812378,a,a,0.16569554805755615
732,0.7055145104726156,0.5553731918334961,a,a,0.1501413186391195
733,0.7379176616668701,0.6031089623769125,a,a,0.13480869928995765
734,0.6983718077341715,0.5320016543070475,a,a,0.16637015342712402
735,0.56172247727712,0.8219871918360392,b,b,0.2602647145589192
736,0.5559870402018229,0.7156155904134115,b,b,0.15962855021158862
737,0.7922927538553873,0.6778103113174438,a,a,0.11448244253794349
738,0.5426248709360758,0.6567846934000651,b,b,0.11415982246398926
739,0.6216640472412109,0.7186870177586874,b,b,0.09702297051747644
740,0.4778260787328084,0.7933468023935953,b,b,0.31552072366078693
741,0.7557599544525146,0.5904357234636942,a,a,0.16532423098882043
742,0.3811944325764974,0.6882773637771606,b,b,0.30708293120066327
743,0.5935177008310953,0.792682965596517,b,b,0.19916526476542162
744,0.6531399687131246,0.6754393974939982,b,b,0.022299428780873543
745,0.5809648036956787,0.6427198449770609,b,b,0.061755041281382206
746,0.8557721773783366,0.6072344183921814,a,a,0.24853775898615516
747,0.767224391301473,0.6069396734237671,a,a,0.16028471787770593
748,0.499136487642924,0.6826602220535278,b,b,0.18352373441060382
749,0.7642589807510376,0.6652393937110901,a,a,0.09901958703994751
750,0.7800189256668091,0.6083271106084188,a,a,0.17169181505839026
751,0.7714470227559408,0.807916005452474,b,a,0.0364689826965332
752,0.5832267800966898,0.7994493246078491,b,b,0.2162225445111593
753,0.7463265260060629,0.5968696673711141,a,a,0.14945685863494873
754,0.5939969619115194,0.6124077041943868,b,b,0.01841074228286743
755,0.6179781953493754,0.7857837677001953,b,b,0.16780557235081994
756,0.7550612290700277,0.58029838403066,a,a,0.17476284503936768
757,0.7684812545776367,0.539077361424764,a,a,0.22940389315287268
758,0.7523053487141927,0.5358799695968628,a,a,0.21642537911732995
759,0.6566699941953024,0.7515779733657837,b,b,0.09490797917048133
760,0.6223794023195902,0.7916695276896158,b,b,0.16929012537002563
761,0.6742873986562093,0.47589242458343506,a,a,0.1983949740727743
762,0.4995254377524058,0.7751030921936035,b,b,0.2755776544411977
763,0.8071266015370687,0.6076492865880331,a,a,0.19947731494903564
764,0.7189689874649048,0.6199979980786642,a,a,0.0989709893862406
765,0.8272673288981119,0.712545911471049,a,a,0.11472141742706299
766,0.731604814529419,0.6772445837656657,a,a,0.05436023076375329
767,0.7494743665059408,0.5215431253115336,a,a,0.22793124119440722
768,0.6066751678784689,0.7927447557449341,b,b,0.1860695878664652
769,0.7446637153625488,0.6224013169606527,a,a,0.12226239840189612
770,0.6116251548131307,0.8205108642578125,b,b,0.20888570944468177
771,0.683221181233724,0.565594752629598,a,a,0.11762642860412598
772,0.5832475026448568,0.9249363342920939,b,b,0.34168883164723707
773,0.767401933670044,0.6619418462117513,a,a,0.1054600874582926
774,0.6988030274709066,0.5128622055053711,a,a,0.18594082196553552
775,0.7859721183776855,0.6342639923095703,a,a,0.15170812606811523
776,0.6203989783922831,0.6710242430369059,b,b,0.0506252646446228
777,0.5476150910059611,0.6967326005299886,b,b,0.14911750952402758
778,0.8442002932230631,0.6793116331100464,a,a,0.16488866011301673
779,0.6460890372594198,0.7693532307942709,b,b,0.12326419353485107
780,0.7838676770528158,0.6916085084279379,a,a,0.09225916862487793
781,0.48494799931844074,0.6891080935796102,b,b,0.2041600942611695
782,0.6230773131052653,0.8541239102681478,b,b,0.23104659716288256
783,0.6903057098388672,0.5645375847816467,a,a,0.12576812505722046
784,0.6575866540273031,0.6313770612080892,a,b,0.026209592819213867
785,0.5816900531450907,0.6499740282694498,b,b,0.06828397512435913
786,0.7211178541183472,0.5744757850964864,a,a,0.14664206902186072
787,0.5240620573361715,0.8232376575469971,b,b,0.29917560021082557
788,0.8453495105107626,0.7372409502665201,a,a,0.10810856024424242
789,0.4940391977628072,0.7414817015329996,b,b,0.24744250377019245
790,0.6140713493029276,0.6279968818028768,b,b,0.013925532499949211
791,0.7054671049118042,0.5752590894699097,a,a,0.13020801544189453
792,0.7932798067728678,0.4583610196908315,a,a,0.3349187870820363
793,0.7302078803380331,0.9610347747802734,b,b,0.23082689444224036
794,0.7231688896814982,0.6442857782046,a,a,0.0788831114768982
795,0.5487274726231893,0.6601709326108297,b,b,0.11144345998764038
796,0.7454718351364136,0.6597693761189779,a,a,0.08570245901743567
797,0.5309291879336039,0.6603831251462301,b,b,0.1294539372126262
798,0.6911896069844564,0.833189050356547,b,b,0.14199944337209058
799,0.7831827799479166,0.8782657782236735,b,b,0.09508299827575684
800,0.7390425205230713,0.5977398157119751,a,a,0.1413027048110962
801,0.8017634153366089,0.800055185953776,a,a,0.001708229382832882
802,0.5565634965896606,0.7918347915013632,b,b,0.2352712949117025
803,0.7732985814412435,0.4576435188452403,a,a,0.31565506259600323
804,0.6100556453069051,0.8821335633595785,b,b,0.27207791805267334
805,0.5721130967140198,0.7290338675181071,b,b,0.15692077080408728
806,0.7232962052027384,0.5971147020657858,a,a,0.12618150313695264
807,0.8041159311930338,0.6101435820261637,a,a,0.19397234916687012
808,0.6414892276128134,0.8163635730743408,b,a,0.17487434546152747
809,0.6969865957895914,0.7818037668863932,b,b,0.08481717109680176
810,0.6480855345726013,0.7927001714706421,b,b,0.14461463689804077
811,0.6402357816696167,0.6575092474619547,b,b,0.017273465792338016
812,0.7807907263437907,0.5915266275405884,a,a,0.18926409880320227
813,0.7006202538808187,0.7937415440877279,b,b,0.09312129020690918
814,0.8433002630869547,0.6196971337000529,a,a,0.22360312938690186
815,0.6060193379720052,0.6403066714604696,b,b,0.034287333488464355
816,0.7005207141240438,0.5154537558555603,a,a,0.18506695826848352
817,0.5681950648625692,0.6851535240809122,b,b,0.11695845921834302
818,0.5835970640182495,0.7279815673828125,b,b,0.144384503364563
819,0.6350436011950175,0.9820990562438965,b,b,0.347055455048879
820,0.5942294597625732,0.6935873826344808,b,b,0.09935792287190759
821,0.7594137191772461,0.6622174779574076,a,a,0.0971962412198385
822,0.5010174910227457,0.7054955164591471,b,b,0.20447802543640137
823,0.6711453596750895,0.568881074587504,a,b,0.10226428508758545
824,0.8178030649820963,0.5662716229756674,a,a,0.25153144200642896
825,0.5808388789494833,0.4858448306719462,a,a,0.09499404827753705
826,0.8553481101989746,0.581886887550354,a,a,0.2734612226486206
827,0.6908086935679117,0.8171292146046957,b,b,0.12632052103678393
828,0.5846524238586426,0.6674248377482096,b,b,0.08277241388956702
829,0.8202471733093262,0.5846680800120035,a,a,0.23557909329732263
830,0.5952607790629069,0.7718470891316732,b,b,0.17658631006876635
831,0.7423596382141113,0.6858150164286295,a,a,0.05654462178548181
832,0.6822242736816406,0.7932035525639852,b,b,0.1109792788823446
833,0.8162904580434164,0.6839234431584676,a,a,0.13236701488494873
834,0.7433563073476156,0.7119317054748535,a,a,0.03142460187276208
835,0.7070915699005127,0.6060424049695333,a,a,0.10104916493097937
836,0.9023892482121786,0.6659510135650635,a,a,0.2364382346471151
837,0.6232191324234009,0.46632617712020874,a,a,0.15689295530319214
838,0.7395031054814657,0.5969428817431132,a,a,0.14256022373835253
839,0.8027416865030924,0.6562488079071045,a,a,0.14649287859598792
840,0.6213393211364746,0.8229900598526001,b,b,0.2016507387161255
841,0.6464584271113077,0.6996026039123535,b,b,0.05314417680104577
842,0.6466051737467448,0.8029534419377645,b,b,0.15634826819101977
843,0.6012205481529236,0.8012847105662028,b,b,0.20006416241327918
844,0.7463659445444742,0.6485414505004883,a,a,0.09782449404398597
845,0.6658666531244913,0.47988014419873554,a,a,0.1859865089257558
846,0.6091535886128744,0.8881891965866089,b,b,0.2790356079737345
847,0.6314026514689127,0.4464652935663859,a,a,0.1849373579025268
